datetime,id,carrier,date,connection,arrival,delay,name,delay_minutes,hour,day,month,year,dayofweek,quarter,is_weekend,is_month_start,is_month_end,is_morning_rush,is_evening_rush,part_of_day,avg_delay_by_carrier,std_delay_by_carrier,count_by_carrier,avg_delay_by_station,std_delay_by_station,count_by_station,avg_delay_by_connection,avg_delay_by_hour,avg_delay_by_dayofweek,avg_delay_carrier_hour,carrier_encoded,connection_freq,delay_freq,name_encoded,part_of_day_encoded
2022-05-16 00:00:00,21644/5  ,Koleje Mazowieckie,2022-05-16,Radom Główny - Warszawa Wschodnia,00:41,0 min,Warszawa Powiśle,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2689432,8.868489,67795,2.7307806,11.485486,2.331298,11.2702055,2,23531,2834968,71,3
2022-05-16 00:00:00,18170/1  UZNAM,PKP Intercity,2022-05-16,Warszawa Wschodnia - Świnoujście,01:49,1 min,Poznań Główny,1,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.923659,28.272789,68102,6.325421,11.485486,2.331298,13.398506,5,15629,290496,43,3
2022-05-16 00:00:00,53172/3  ROZEWIE,PKP Intercity,2022-05-16,Gdynia Główna - Kraków Główny,01:53,4 min,Poznań Główny,4,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.923659,28.272789,68102,6.3184237,11.485486,2.331298,13.398506,5,52003,53485,43,3
2022-05-16 00:00:00,35172/3  ROZEWIE,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,02:21,16 min,Poznań Główny,16,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.923659,28.272789,68102,5.1081915,11.485486,2.331298,13.398506,5,72270,7464,43,3
2022-05-16 00:00:00,81170/1  UZNAM,PKP Intercity,2022-05-16,Świnoujście - Warszawa Wschodnia,03:09,0 min,Poznań Główny,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.923659,28.272789,68102,2.9390807,11.485486,2.331298,13.398506,5,25345,2834968,43,3
2022-05-16 00:00:00,91888/9  ,Koleje Mazowieckie,2022-05-16,Siedlce - Warszawa Zachodnia,00:01,2 min,Warszawa Stadion,2,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2918091,9.006865,67880,0.91541624,11.485486,2.331298,11.2702055,2,23858,128428,74,3
2022-05-16 00:00:00,99894/5  ,SKM Warszawa,2022-05-16,Warszawa Lotnisko Chopina - Warszawa Wschodnia,00:13,0 min,Warszawa Stadion,0,0,16,5,2022,0,2,0,0,0,0,0,,1.0509512,7.6559134,341189,1.2918091,9.006865,67880,0.34092236,11.485486,2.331298,41.56614,8,1713,2834968,74,3
2022-05-16 00:00:00,19300/1  ,Koleje Mazowieckie,2022-05-16,Warszawa Wschodnia - Grodzisk Mazowiecki,00:20,0 min,Warszawa Stadion,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2918091,9.006865,67880,1.163184,11.485486,2.331298,11.2702055,2,11294,2834968,74,3
2022-05-16 00:00:00,21644/5  ,Koleje Mazowieckie,2022-05-16,Radom Główny - Warszawa Wschodnia,00:43,0 min,Warszawa Stadion,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2918091,9.006865,67880,2.7307806,11.485486,2.331298,11.2702055,2,23531,2834968,74,3
2022-05-16 00:00:00,41002/3 (102) POLONIA,PKP Intercity,2022-05-15,Bohumin - Warszawa Wschodnia,21:38,163 min,Warszawa Centralna,163,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.7631135,19.746937,70118,23.367615,11.485486,2.331298,13.398506,5,10054,90,63,3
2022-05-16 00:00:00,83170/1 (102) USTRONIE,PKP Intercity,2022-05-16,Kołobrzeg - Kraków Główny,03:55,2 min,Warszawa Centralna,2,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.7631135,19.746937,70118,10.684913,11.485486,2.331298,13.398506,5,26234,128428,63,3
2022-05-16 00:00:00,35170/1 (102) KARPATY,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,04:40,0 min,Warszawa Centralna,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.7631135,19.746937,70118,5.1081915,11.485486,2.331298,13.398506,5,72270,2834968,63,3
2022-05-16 00:00:00,91130/1 (102) ZOSIA,PKP Intercity,2022-05-16,Łódź Fabryczna - Warszawa Wschodnia,06:20,0 min,Warszawa Centralna,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.7631135,19.746937,70118,8.500846,11.485486,2.331298,13.398506,5,17141,2834968,63,3
2022-05-16 00:00:00,81170/1 (102) UZNAM,PKP Intercity,2022-05-16,Świnoujście - Warszawa Wschodnia,06:54,0 min,Warszawa Centralna,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.7631135,19.746937,70118,2.9390807,11.485486,2.331298,13.398506,5,25345,2834968,63,3
2022-05-16 00:00:00,61170/1 (102) KARKONOSZE,PKP Intercity,2022-05-16,Jelenia Góra - Warszawa Wschodnia,07:05,0 min,Warszawa Centralna,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.7631135,19.746937,70118,3.7218773,11.485486,2.331298,13.398506,5,13210,2834968,63,3
2022-05-16 00:00:00,5328/9  WARMIA,PKP Intercity,2022-05-16,Olsztyn Główny - Kraków Główny,02:20,0 min,Kraków Główny,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,5.9334025,24.932507,68561,3.0539813,11.485486,2.331298,13.398506,5,15950,2834968,32,3
